"id","diver1_videoer","diver2","date","site","latitude","longitude","stratum","site_selection","visibility_ft","time","tidal_ht_ft","transect","transect_id","distance_m","swath_m","heading","depth_start_ft","depth_end_ft","depth_ft","depth_m","kelp_video","benthic_video","comment1","comment2","transect_id_pasted","swath_area_kelp","macro_individuals","macro_stipes","macro_recruits (<1m)","nereocystis_lue","swath_area_star","swath_area_patiria","patiria_min","dermasterias_imb","henricia_spp","mediaster_aeq","pycnopodia_hel","pisaster_gig","pisaster_spp","pisaster_bre","orthasterias_koe","leptasterias_hex","notes","KelpStatus","Region"
54,"Anderson","Wallace","2023-07-14","hms050",36.62065,-121.9018,"cabr","targeted",6,"0.3625",3,"1.0","hms050_2023-07-14_t1",30,"2.0",300,28,"30.0",26,7.924413289,"hms050_2023-07-14_t1_k","hms050_2023-07-14_t1_b","gps from cable40m",NA,"hms50_2023-07-14_t1","NA",NA,"NA","NA","NA","60.0","60.0","14.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",NA,"TBD","Cabrillo Point"
55,"Wallace","Anderson","2023-07-14","hms050",36.62065,-121.9018,"cabr","targeted",6,"0.3625",3,"2.0","hms050_2023-07-14_t2",30,"2.0",120,28,"31.0",26.5,8.076805852,"hms050_2023-07-14_t2_k","hms050_2023-07-14_t2_b",NA,NA,"hms50_2023-07-14_t2","NA",NA,"NA","NA","NA","60.0","60.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",NA,"TBD","Cabrillo Point"
56,"Mattioli","Elkaslasy","2023-07-14","hms000",36.620317,-121.902067,"cabr","targeted",6,"0.3625",3,"1.0","hms000_2023-07-14_t1",30,"NA",300,26,"18.0",19,5.790917403,"hms000_2023-07-14_t1_k","hms000_2023-07-14_t1_b",NA,NA,"hms0_2023-07-14_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
57,"Elkaslasy","Mattioli","2023-07-14","hms000",36.620317,-121.902067,"cabr","targeted",6,"0.3625",3,"2.0","hms000_2023-07-14_t2",30,"NA",120,26,"28.0",24,7.314843036,"hms000_2023-07-14_t2_k","hms000_2023-07-14_t2_b",NA,NA,"hms0_2023-07-14_t2","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
58,"Wallace","Walters","2023-07-18","cabr76",36.623203,-121.9051,"cabr","random",15,"0.41388888888888886",2,"1.0","cabr76_2023-07-18_t1",30,"NA",70,33,"35.0",32,9.753124048,"cabr76_2023-07-18_t1_k","cabr76_2023-07-18_t1_b",NA,NA,"cabr76_2023-07-18_t2","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
59,"Walters","Wallace","2023-07-18","davi89",36.619094,-121.89941,"davi","random",15,"0.4840277777777778",3.3,"2.0","davi89_2023-07-18_t2",30,"NA",300,30,"30.0",26.7,8.137762877,"NA","NA","air/video trouble",NA,"davi89_2023-07-18_t2","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","David Avenue"
60,"Fairlie","Mattioli","2023-07-18","cabr77",36.62312,-121.905817,"cabr","random",8,"0.4076388888888889",2,"1.0","cabr77_2023-07-18_t1",30,"2.0",120,42,"29.0",33.5,10.21030174,"cabr77_2023-07-18_t1_k","cabr77_2023-07-18_t1_b","wrong heading; went perpendicular to shore",NA,"cabr77_2023-07-18_t1","NA",NA,"NA","NA","NA","60.0","60.0","54.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0",NA,"TBD","Cabrillo Point"
61,"Fairlie","Mattioli","2023-07-18","davi86",36.619743,-121.899334,"davi","random",15,"0.4777777777777778",3.3,"2.0","davi86_2023-07-18_t2",30,"2.0",290,35,"29.0",28.7,8.74733313,"davi86_2023-07-18_t2_k","davi86_2023-07-18_t2_b",NA,NA,"davi86_2023-07-18_t2","NA",NA,"NA","NA","NA","60.0","60.0","30.0","5.0","1.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0",NA,"TBD","David Avenue"
62,"Elkaslasy","McClintock","2023-07-18","cabr76",36.623203,-121.9051,"cabr","random",15,"0.41388888888888886",2,"1.0","cabr76_2023-07-18_t1",30,"2.0",250,31,"40.0",33.5,10.21030174,"cabr76_2023-07-18_t1_k","cabr76_2023-07-18_t1_b",NA,NA,"cabr76_2023-07-18_t1","NA",NA,"NA","NA","NA","60.0","60.0","39.0","6.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0",NA,"TBD","Cabrillo Point"
63,"McClintock","Elkaslasy","2023-07-18","davi89",36.619094,-121.89941,"davi","random",15,"0.4840277777777778",3.3,"1.0","davi89_2023-07-18_t1",30,"2.0",120,30,"34.0",28.7,8.74733313,"davi89_2023-07-18_t1_k","davi89_2023-07-18_t1_b",NA,NA,"davi89_2023-07-18_t1","NA",NA,"NA","NA","NA","60.0","60.0","32.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",NA,"TBD","David Avenue"
64,"Duda","Anderson","2023-07-18","cabr77",36.62312,-121.905817,"cabr","random",8,"0.40625",2,"2","cabr77_2023-07-18_t2",30,"NA",250,35,"36.0",33.5,10.21030174,"cabr77_2023-07-18_t2_k","cabr77_2023-07-18_t2_b",NA,NA,"cabr77_2023-07-18_t2","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
65,"Anderson","Duda","2023-07-18","davi86",36.619094,-121.89941,"davi","random",15,"0.4791666666666667",3.3,"1","davi86_2023-07-18_t1",30,"NA",210,40,"41.0",37.2,11.33800671,"davi86_2023-07-18_t1_k","davi86_2023-07-18_t1_b",NA,NA,"davi86_2023-07-18_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","David Avenue"
66,"Anderson","Elkaslasy","2023-07-20","luca49",36.636993,-121.922578,"luca","random",15,"0.4166666666666667",1.3,"1.0","luca49_2023-07-20_t1",30,"2.0",180,50,"45.0",46.2,14.08107284,"luca49_2023-07-20_t1_k","luca49_2023-07-20_t1_b",NA,NA,"luca49_2023-07-20_t1","NA",NA,"NA","NA","NA","60.0","60.0","81.0","1.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",NA,"TBD","Lucas Point"
67,"Elkaslasy","Anderson","2023-07-20","ottr53",36.635011,-121.920727,"ottr","random",15,"0.48541666666666666",2.7,"1.0","ottr53_2023-07-20_t1",30,"2.0",300,43,"40.0",38.8,11.82566291,"ottr53_2023-07-20_t1_k","ottr53_2023-07-20_t1_b",NA,NA,"ottr53_2023-07-20_t1","NA",NA,"NA","NA","NA","60.0","60.0","47.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0",NA,"TBD","Otter Point"
68,"Duda","Mattioli","2023-07-20","luca49",36.636993,-121.922578,"luca","random",12,"0.40902777777777777",1.3,"2.0","luca49_2023-07-20_t2",30,"NA",100,42,"37.0",38.2,11.64279183,"luca49_2023-07-20_t2_k","luca49_2023-07-20_t2_b",NA,NA,"luca49_2023-07-20_t2","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Lucas Point"
69,"Mattioli","Duda","2023-07-20","ottr53",36.635011,-121.920727,"ottr","random",12,"0.4791666666666667",2.7,"2.0","ottr53_2023-07-20_t2",30,"NA",170,46,"42.0",41.3,12.58762572,"ottr53_2023-07-20_t2_k","ottr53_2023-07-20_t2_b",NA,NA,"ottr53_2023-07-20_t2","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Otter Point"
70,"Wallace","Fairlie","2023-07-20","luca40",36.63803,-121.921624,"luca","random",20,"0.4076388888888889",1.3,"1.0","luca40_2023-07-20_t1",30,"2.0",300,50,"55.0",51.2,15.60499848,"luca40_2023-07-20_t1_k","luca40_2023-07-20_t1_b",NA,NA,"luca40_2023-07-20_t1","NA",NA,"NA","NA","NA","60.0","60.0","81.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0",NA,"TBD","Lucas Point"
71,"Fairlie","Wallace","2023-07-20","ottr55",36.633374,-121.919161,"ottr","random",20,"0.4736111111111111",2.7,"2.0","ottr55_2023-07-20_t2",30,"2.0",320,30,"28.0",26.3,8.015848827,"ottr55_2023-07-20_t2_k","ottr55_2023-07-20_t2_b",NA,NA,"ottr55_2023-07-20_t2","NA",NA,"NA","NA","NA","60.0","60.0","54.0","1.0","1.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0",NA,"TBD","Otter Point"
72,"Walters","McClintock","2023-07-20","luca40",36.63803,-121.921624,"luca","random",10,"0.41180555555555554",1.3,"2.0","luca40_2023-07-20_t2",30,"NA",300,53,"55.0",52.7,16.06217617,"luca40_2023-07-20_t2_k","luca40_2023-07-20_t2_b",NA,NA,"luca40_2023-07-20_t2","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Lucas Point"
73,"McClintock","Walters","2023-07-20","ottr55",36.633374,-121.919161,"ottr","random",15,"0.4736111111111111",2.7,"1.0","ottr55_2023-07-20_t1",30,"NA",330,38,"34.0",33.3,10.14934471,"ottr55_2023-07-20_t1_k","ottr55_2023-07-20_t1_b",NA,NA,"ottr55_2023-07-20_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Otter Point"
74,"Fairlie","Elkaslasy","2023-07-21","hms_prot_edge1",36.6221,-121.90201,"cabr","targeted",5,"0.38333333333333336",2.8,"1.0","hms_prot_edge1_2023-07-21_t1",30,"2.0",150,23,"20.0",18.7,5.699481865,"hms_prot_edge1_2023-07-21_t1_k","hms_prot_edge1_2023-07-21_t1_b",NA,NA,"hms_prot_edge1_2023-07-21_t1","NA",NA,"NA","NA","NA","60.0","60.0","17.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0",NA,"TBD","Cabrillo Point"
75,"Wallace","Mattioli","2023-07-21","hms_prot_edge2",36.6221,-121.90201,"cabr","targeted",5,"0.3840277777777778",2.8,"1.0","hms_prot_edge2_2023-07-21_t1",30,"NA",150,28,"27.0",24.7,7.528192624,"hms_prot_edge2_2023-07-21_t1_k","hms_prot_edge2_2023-07-21_t1_b",NA,NA,"hms_prot_edge2_2023-07-21_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
76,"Anderson","Duda","2023-07-21","hms_prot_edge3",36.6221,-121.90201,"cabr","targeted",5,"0.3840277777777778",2.8,"1.0","hms_prot_edge3_2023-07-21_t1",30,"NA",150,28,"32.0",27.2,8.29015544,"hms_prot_edge3_2023-07-21_t1_k","hms_prot_edge3_2023-07-21_t1_b",NA,NA,"hms_prot_edge3_2023-07-21_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
77,"McClintock","Walters","2023-07-21","hms_prot_edge4",36.6221,-121.90201,"cabr","targeted",5,"0.38472222222222224",2.8,"1.0","hms_prot_edge4_2023-07-21_t1",30,"2.0",120,29,"34.0",28.7,8.74733313,"hms_prot_edge4_2023-07-21_t1_k","hms_prot_edge4_2023-07-21_t1_b",NA,NA,"hms_prot_edge4_2023-07-21_t1","NA",NA,"NA","NA","NA","60.0","60.0","64.0","1.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0",NA,"TBD","Cabrillo Point"
78,"Elahi","Johnson","2023-08-30","bird_rock",36.622412,-121.902513,"cabr","targeted",25,"0.4375",4.5,"1.0","bird_rock_2023-08-30_t1",30,"2.0",300,29,"30.0",25,7.619628162,"bird_rock_2023-08-30_t1_k","bird_rock_2023-08-30_t1_b",NA,NA,"bird_rock_2023-08-30_t1","60.0",0,"0.0","NA","0.0","60.0","60.0","17.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0",NA,"Kelp Absent","Cabrillo Point"
79,"Elahi","Johnson","2023-08-30","hms100",36.621142,-121.901658,"cabr","targeted",20,"0.46875",4.5,"1.0","hms100_2023-08-30_t1",30,"2.0",120,30,"31.0",26,7.924413289,"hms100_2023-08-30_t1_k","hms100_2023-08-30_t1_b",NA,NA,"hms100_2023-08-30_t1","NA",NA,"NA","NA","NA","NA","60.0","8.0","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
80,"Elahi","Walters","2023-10-27","bird_rock",36.622412,-121.902513,"cabr","targeted",20,"0.46319444444444446",5.5,"1.0","bird_rock_2023-10-27_t1",30,"2.0",120,31,"29.0",24.5,7.467235599,"bird_rock_2023-10-27_t1_k","bird_rock_2023-10-27_t1_b",NA,NA,"bird_rock_2023-10-27_t1","60.0",0,"0.0","NA","0.0","60.0","60.0","42.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",NA,"Kelp Absent","Cabrillo Point"
81,"Elahi","Walters","2023-10-27","hms100",36.621142,-121.901658,"cabr","targeted",20,"0.5208333333333334",3.8,"1.0","hms100_2023-10-27_t1",30,"2.0",120,29,"32.0",26.7,8.137762877,"hms100_2023-10-27_t1_k","hms100_2023-10-27_t1_b",NA,NA,"hms100_2023-10-27_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
82,"Elahi","Donahue","2024-08-23","bird_rock",36.622412,-121.902513,"cabr","targeted",15,"0.41805555555555557",2.4,"1.0","bird_rock_2024-08-23_t1",30,"2.0",300,28,"30.0",26.6,8.107284365,"bird_rock_2024-08-23_t1_k","bird_rock_2024-08-23_t1_b",NA,NA,"bird_rock_2024-08-23_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
83,"Elahi","Donahue","2024-08-23","hms090",36.621142,-121.901658,"cabr","targeted",15,"0.44930555555555557",3.1,"1.0","hms090_2024-08-23_t1",30,"2.0",300,30,"25.0",24.4,7.436757086,"hms090_2024-08-23_t1_k","hms090_2024-08-23_t1_b",NA,NA,"hms090_2024-08-23_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
84,"Elahi","Meng","2024-10-24","hms100",36.621142,-121.901658,"cabr","targeted",15,"0.40069444444444446",3.65,"1.0","hms100_2024-10-24_t1",30,"2.0",330,27,"30.0",24.85,7.573910393,"hms100_2024-10-24_t1_k","hms100_2024-10-24_t1_b","Likely underestimate of macro_recruits",NA,"hms100_2024-10-24_t1","60.0",17,"310","14.0","0.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"Kelp Present","Cabrillo Point"
85,"Elahi","Meng","2024-10-24","hms150",36.621717,-121.901817,"cabr","targeted",15,"0.41458333333333336",3.56,"1.0","hms150_2024-10-24_t1",30,"2.0",330,22,"27.0",20.94,6.382200549,"hms150_2024-10-24_t1_k","hms150_2024-10-24_t1_b","Likely underestimate of macro_recruits",NA,"hms150_2024-10-24_t1","60.0",13,"250","21.0","0.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"Kelp Present","Cabrillo Point"
86,"Elahi","Meng","2024-10-24","hms170",36.621717,-121.901817,"cabr","targeted",15,"0.43680555555555556",3.43,"1.0","hms170_2024-10-24_t1",30,"2.0",330,30,"34.0",28.57,8.707711064,"hms170_2024-10-24_t1_k","hms170_2024-10-24_t1_b","Likely underestimate of macro_recruits","Worse visibility than the previous two transects.","hms170_2024-10-24_t1","60.0",13,"231","9.0","0.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"Kelp Present","Cabrillo Point"
87,"Elahi","Donahue","2024-12-10","hms100d",36.621142,-121.901658,"cabr","targeted",30,"0.4166666666666667",2.4,"1.0","hms100d_2024-12-10_t1",30,"NA",0,33,"36.0",32.1,9.78360256,"hms100d_2024-12-10_t1_k","hms100d_2024-12-10_t1_b","Gwen did relief data",NA,"hms100d_2024-12-10_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
88,"Elahi","Donahue","2024-12-10","hms100",36.621142,-121.901658,"cabr","targeted",30,"0.4166666666666667",2.4,"1.0","hms100_2024-12-10_t1",30,"NA",330,25,"26.0",23.1,7.040536422,"hms100_2024-12-10_t1_k","hms100_2024-12-10_t1_b","Gwen did relief data",NA,"hms100_2024-12-10_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
89,"Elahi","Donahue","2024-12-10","hms100s",36.621142,-121.901658,"cabr","targeted",30,"0.4166666666666667",2.4,"1.0","hms100s_2024-12-10_t1",30,"NA",340,19,"18.0",16.1,4.907040536,"hms100s_2024-12-10_t1_k","hms100s_2024-12-10_t1_b","Gwen did relief data",NA,"hms100s_2024-12-10_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
90,"Elahi","Donahue","2025-03-05","hms100d",36.621142,-121.901658,"cabr","targeted",20,"0.3951388888888889",0.3,"1.0","hms100d_2025-03-05_t1",30,"NA",335,29,"25.0",26.7,8.137762877,"hms100d_2025-03-05_t1_k","hms100d_2025-03-05_t1_b","No other data collected",NA,"hms100d_2025-03-05_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
91,"Elahi","Donahue","2025-03-05","hms100",36.621142,-121.901658,"cabr","targeted",20,"0.3951388888888889",0.3,"1.0","hms100_2025-03-05_t1",30,"NA",350,20,"25.0",22.2,6.766229808,"hms100_2025-03-05_t1_k","hms100_2025-03-05_t1_b","No other data collected",NA,"hms100_2025-03-05_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
92,"Elahi","Donahue","2025-03-05","hms100s",36.621142,-121.901658,"cabr","targeted",20,"0.3951388888888889",0.3,"1.0","hms100s_2025-03-05_t1",30,"NA",340,14,"17.0",15.2,4.632733923,"hms100s_2025-03-05_t1_k","hms100s_2025-03-05_t1_b","No other data collected",NA,"hms100s_2025-03-05_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
93,"Elahi","Meng","2025-03-24","hms110",36.621142,-121.901658,"cabr","targeted",10,"0.4166666666666667",1.8,"1.0","hms110_2025-03-24_t1",30,"2.0",330,28,"29.0",26.7,8.137762877,"hms110_2025-03-24_t1_k","hms110_2025-03-24_t1_b","Jayde measured kelp stipes",NA,"hms110_2025-03-24_t1","60.0",19,"332","16.0","0.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"Kelp Present","Cabrillo Point"
94,"Elahi","Meng","2025-03-24","hms140",36.621717,-121.901817,"cabr","targeted",10,"0.4166666666666667",1.8,"1.0","hms140_2025-03-24_t1",30,"2.0",330,28,"28.0",26.2,7.985370314,"hms140_2025-03-24_t1_k","hms140_2025-03-24_t1_b","Jayde measured kelp stipes",NA,"hms110_2025-03-24_t1","60.0",9,"194","17.0","0.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"Kelp Present","Cabrillo Point"
95,"Elahi","Meng","2025-03-24","hms170",36.621717,-121.901817,"cabr","targeted",10,"0.4166666666666667",1.8,"1.0","hms170_2025-03-24_t1",30,"2.0",330,28,"30.0",27.2,8.29015544,"hms170_2025-03-24_t1_k","hms170_2025-03-24_t1_b","Jayde measured kelp stipes",NA,"hms110_2025-03-24_t1","60.0",19,"237","16.0","0.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"Kelp Present","Cabrillo Point"
96,"Meng","Illing","2025-03-25","hms260",36.622778,-121.902222,"cabr","targeted",10,"0.4375",3.1,"1.0","hms260_2025-03-25_t1",30,"2.0",330,28,"36.0",28.9,8.808290155,"hms260_2025-03-25_t1_k","hms260_2025-03-25_t1_b","Matt measured kelp",NA,"hms260_2025-03-25_t1","60.0",6,"43","55","0.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"Kelp Present","Cabrillo Point"
97,"Meng","Illing","2025-03-25","hms260",36.622778,-121.902222,"cabr","targeted",10,"0.4375",3.1,"2.0","hms260_2025-03-25_t2",30,"2.0",150,28,"26.0",23.9,7.284364523,"hms260_2025-03-25_t2_k","hms260_2025-03-25_t2_b","Matt measured kelp",NA,"hms260_2025-03-25_t2","60.0",4,"8","11","0.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"Kelp Present","Cabrillo Point"
98,"Meng","Johnson","2025-04-04","hms200",36.621717,-121.901817,"cabr","targeted",25,"0.4583333333333333",-0.54,"1.0","hms200_2025-04-04_t1",30,"2.0",330,32,"32.0",32.54,9.917708016,"hms200_2025-04-04_t1_k","hms200_2025-04-04_t1_b","Will and Gwen measured kelp","In situ counts were different day from video; may have slight heading differences","hms200_2025-04-04_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
99,"DiCicco","Rogers","2025-07-01","hms000",36.620317,-121.902067,"cabr","targeted",20,"0.4097222222222222",1,"1.0","hms000_2025-07-01_t1",30,"NA",20,17,"12.0",13.5,4.114599208,"hms000_2025-07-01_t1_k","hms000_2025-07-01_t1_b","No other data collected",NA,"hms000_2025-07-01_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
100,"Rogers","DiCicco","2025-07-01","hms040",36.62065,-121.9018,"cabr","targeted",20,"0.42986111111111114",1,"1.0","hms040_2025-07-01_t1",30,"NA",10,26,"28.0",26,7.924413289,"hms040_2025-07-01_t1_k","hms040_2025-07-01_t1_b","No other data collected",NA,"hms040_2025-07-01_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
101,"Toussaint","Winn","2025-07-01","hms080",36.620983,-121.901733,"cabr","targeted",20,"0.40902777777777777",1,"1.0","hms080_2025-07-01_t1",30,"NA",7,25,"22.0",22.5,6.857665346,"hms080_2025-07-01_t1_k","hms080_2025-07-01_t1_b","No other data collected",NA,"hms080_2025-07-01_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
102,"Winn","Toussaint","2025-07-01","hms120",36.62135,-121.901733,"cabr","targeted",20,"0.4236111111111111",1,"1.0","hms120_2025-07-01_t1",30,"NA",2,23,"29.0",25,7.619628162,"hms120_2025-07-01_t1_k","hms120_2025-07-01_t1_b","No other data collected",NA,"hms120_2025-07-01_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
103,"Bell","Elahi","2025-07-01","hms160",36.621717,-121.901817,"cabr","targeted",15,"0.4201388888888889",1,"1.0","hms160_2025-07-01_t1",30,"NA",330,29,"31.0",29,8.838768668,"hms160_2025-07-01_t1_k","hms160_2025-07-01_t1_b","No other data collected",NA,"hms160_2025-07-01_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
104,"Bell","Elahi","2025-07-01","hms200",36.621717,-121.901817,"cabr","targeted",15,"0.4201388888888889",1,"1.0","hms200_2025-07-01_t1",30,"NA",300,27,"29.0",27,8.229198415,"hms200_2025-07-01_t1_k","hms200_2025-07-01_t1_b","No other data collected",NA,"hms200_2025-07-01_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
105,"Bell","Toussaint","2025-07-08","asil09",36.641194,-121.930596,"asil","random",30,"0.4652777777777778",3.5,"1.0","asil09_2025-07-08_t1",30,"2.0",270,45,"40.0",39,11.88661993,"asil09_2025-07-08_t1_k","asil09_2025-07-08_t1_b","Did stars and relief (2 observers)",NA,"asil09_2025-07-08_t1","NA",NA,"NA","NA","NA","2.0","2.0","150.0","0.0","7.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0",NA,"TBD","Asilomar Avenue"
106,"Rogers","DiCicco","2025-07-08","asil22",36.639998,-121.930008,"asil","random",35,"0.4652777777777778",3.5,"1.0","asil22_2025-07-08_t1",30,"2.0",300,28,"29.0",25,7.619628162,"asil22_2025-07-08_t1_k","asil22_2025-07-08_t1_b","Did relief and stars",NA,"asil22_2025-07-08_t1","NA",NA,"NA","NA","NA","2.0","2.0","95.0","0.0","6.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0",NA,"TBD","Asilomar Avenue"
107,"Toussaint","Bell","2025-07-08","luca33",36.638997,-121.924899,"luca","random",30,"0.5520833333333334",3.2,"1.0","luca33_2025-07-08_t1",30,"2.0",90,41,"40.0",37.3,11.36848522,"luca33_2025-07-08_t1_k","luca33_2025-07-08_t1_b","Did relief",NA,"luca33_2025-07-08_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Lucas Point"
108,"DiCicco","Rogers","2025-07-08","luca46",36.637308,-121.923536,"luca","random",35,"0.5520833333333334",3.2,"2.0","luca46_2025-07-08_t2",30,"2.0",230,37,"39.0",34.8,10.6065224,"luca46_2025-07-08_t2_k","luca46_2025-07-08_t2_b","No other data collected",NA,"luca46_2025-07-08_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Lucas Point"
109,"Bell","Toussaint","2025-07-15","palm101",36.630465,-121.920356,"palm","random",10,"0.4131944444444444",1,"1.0","palm101_2025-07-15_t1",30,"NA",120,22,"23.0",21.5,6.552880219,"palm101_2025-07-15_t1_k","palm101_2025-07-15_t1_b","Did relief",NA,"palm101_2025-07-15_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Sea Palm Avenue"
110,"Toussaint","Bell","2025-07-15","mont74",36.624278,-121.910185,"mont","random",10,"0.4791666666666667",2,"1.0","mont74_2025-07-15_t1",30,"NA",120,31,"30.0",28.5,8.686376105,"mont74_2025-07-15_t1_k","mont74_2025-07-15_t1_b","Did relief",NA,"mont74_2025-07-15_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Monterey Avenue"
111,"Winn","Rogers","2025-07-15","palm102",36.629034,-121.919254,"palm","random",7,"0.4097222222222222",1,"1.0","palm102_2025-07-15_t1",30,"2.0",320,17,"16.0",15.5,4.724169461,"palm102_2025-07-15_t1_k","palm102_2025-07-15_t1_b","Did relief",NA,"palm102_2025-07-14_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Sea Palm Avenue"
